Title,Video ID,Published At,Keyword,Likes,Comments,Views
How Two Physicists Unlocked the Secrets of Two Dimensions,kpsu9_ql0-M,16/08/2022,physics,12994,521,234454
What Does Quantum Physics Actually Tell Us About the World?,GBs8e2KRLDg,20/07/2022,physics,1346,198,106305
Gifting a 9 Year Old MAX Battle Pass!,Ewp4HvlzNs0,12/06/2022,physics,7355,711,278584
Can Life Really Be Explained By Physics? (featuring Prof. Brian Cox),k-vm3ZWnMWk,08/04/2022,physics,25394,2940,761574
Modern Physics || Modern Physics Full Lecture Course,3lTQqEehEhI,14/09/2020,physics,21123,560,745050
Electric Charge: Crash Course Physics #25,TFlVWf8JX4A,29/09/2016,physics,26210,856,1875721
When a physics teacher knows his stuff !!,77ZF50ve6rs,04/03/2016,physics,1194852,16417,42252029
Amazing Physics Toys/Gadgets 1,Y5dylh2aOiw,26/02/2022,physics,188472,5901,13829574
I Met RICH KID In Real Life...,pJpOxIksxXU,06/08/2021,physics,11961,334,495065
What is the Schrödinger Equation? A basic introduction to Quantum Mechanics,2WPA1L9uJqo,14/04/2022,physics,11420,896,596902
Physicists At CERN Just Made An Incredible Discovery That Changes Everything,iDgJD-MarvU,04/07/2022,physics,10960,109,858731
Asking a Theoretical Physicist About the Physics of Consciousness | Roger Penrose &amp; Jordan Peterson,Qi9ys2j1ncg,14/04/2022,physics,31942,7562,1089328
I Made RICH KID Say **** For The First Time... (Fortnite),jxi-3WvWvGM,28/12/2020,physics,66353,2001,1546801
Kinematics In One Dimension - Physics,dHjWVlfNraM,31/05/2021,physics,7687,237,451843
"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life &amp; Aliens | Lex Fridman Podcast #187",LDTe8uFqbws,29/05/2021,physics,9154,1201,652244
Minecraft Physics Had an Update..,SiHeMrHDlzs,26/02/2022,physics,11249,393,482269
"Static &amp; Kinetic Friction, Tension, Normal Force, Inclined Plane &amp; Pulley System Problems - Physics",pL2YfC-22Uc,29/08/2016,physics,20361,770,1539948
15 Craziest Things That Defy the Laws of Physics,dHsxkaxRfnE,28/07/2022,physics,12193,196,1267276
"Newton&#39;s Law of Motion - First, Second &amp; Third - Physics",g550H4e5FCY,09/01/2017,physics,27575,971,1761493
Leonard Susskind Marrying Quantum Physics &amp; General Relativity,4JXjqaN97IY,18/06/2022,physics,962,100,30388
How Trees Bend the Laws of Physics,BickMFHAZR0,30/10/2012,physics,139552,7764,4235793
"RICH KID Tried To DATE My CRUSH, So I Did This... (Fortnite)",V2dPq92LToE,26/01/2020,physics,159719,4673,2029047
What is Computer Science?,Tzl0ELY_TiM,28/02/2017,computer science,26902,1190,1248957
100+ Computer Science Concepts Explained,#NAME?,04/05/2022,computer science,55719,1606,802372
Introduction to Programming and Computer Science - Full Course,zOjov-2OZ0E,21/04/2020,computer science,131961,3037,4849924
Map of Computer Science,SzJ46YA_RaA,06/09/2017,computer science,202969,3572,4801805
3 years of Computer Science in 8 minutes,ReVeUvwTGdU,24/07/2018,computer science,186881,8575,7004107
An Entire Computer Science Degree in 12 Minutes,EJiVWoFk8GA,06/08/2022,computer science,10317,757,165623
Computer Scientist Explains One Concept in 5 Levels of Difficulty | WIRED,fOGdb1CTu5c,18/01/2022,computer science,128268,4356,4991078
Early Computing: Crash Course Computer Science #1,O5nskjZ_GoI,22/02/2017,computer science,62009,1740,3134189
Computer Science in 10 Minutes,A45p5e86Lpw,21/09/2020,computer science,24508,1455,374241
Computer Science degree: What you need to know,k0GlqFrRQI0,01/06/2020,computer science,6806,774,215489
Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,5q87K1WaoFI,18/08/2021,computer science,42940,1735,1407319
My Computer Science Degree in 8 Minutes,dh7IwmBQZeI,08/11/2021,computer science,13004,376,318419
Computer Science Careers and Subfields,2VpDcjFshJI,21/08/2017,computer science,8864,326,351985
My Regrets as a Computer Science Student,xa6me8wou_k,03/07/2019,computer science,63890,2427,1732512
What Is Computer Science?,AnVBCyzNgaU,15/07/2016,computer science,2143,77,198844
Computer science is for everyone | Hadi Partovi | TEDxRainier,FpMNs7H24X0,08/12/2014,computer science,10846,380,759857
Is a Computer Science Degree Worth It?,c-41IY0bOGU,05/03/2020,computer science,11672,1285,302924
2021&#39;s Biggest Breakthroughs in Math and Computer Science,9uASADiYe_8,23/12/2021,computer science,33558,814,950825
Top 10 BEST Career Paths For Computer Science Majors ($100k+ Jobs),OhuduvuenYQ,16/06/2022,computer science,752,53,16115
Boolean Logic &amp; Logic Gates: Crash Course Computer Science #3,gI-qXk7XojA,08/03/2017,computer science,47204,1277,2302755
"Lec 1 | MIT 6.00 Introduction to Computer Science and Programming, Fall 2008",k6U-i4gXkLM,20/08/2009,computer science,61813,3416,6091315
6 Reasons Why Computer Science is the Best Major,ywBD6HiD8vQ,06/11/2020,computer science,4557,379,97136
Computer Science Degree Vs Computer Engineering Degree (Which Is Better?),sdDklIYkWA0,18/06/2022,computer science,1514,251,37830
5 Things I Wish I Knew Before Majoring in Computer Science,TOSxb5aXKlk,14/07/2020,computer science,2596,177,56994
Things New Computer Science Students Need to Know,G6IN2UxMFpU,07/09/2020,computer science,7452,581,113080
The Math Needed for Computer Science,eSFA1Fp8jcU,21/04/2018,computer science,59163,1583,1754969
The Man Who Revolutionized Computer Science With Math,rkZzg7Vowao,17/05/2022,computer science,62172,1458,1345420
Computer science education: why does it suck so much and what if it didn’t? | Ashley Gavin | TEDxNYU,5jmN_tBS0t4,21/07/2015,computer science,11911,1388,610308
Should YOU Major In Computer Science? (2022),FPu2S_qEN5s,27/08/2019,computer science,16747,1532,525081
Intro to Algorithms: Crash Course Computer Science #13,rL8X2mlNHPM,24/05/2017,computer science,28944,775,1515048
What You Need to Succeed in Computer Science,D1qnuKSfPOg,24/11/2020,computer science,4849,197,82596
Introduction to Graph Theory: A Computer Science Perspective,LFKZLXVO-Dg,14/06/2020,computer science,13406,314,362229
Day in the Life of a Computer Science Student at Waterloo,M85EcbfhH9A,12/08/2022,computer science,1149,146,17156
The Computer Science Iceberg Explained (Part 1),H565avw-ufk,06/02/2022,computer science,27889,962,437660
"CS50 FULL REVIEW  - Best Course to Learn Computer Science in 2022? (edX, Harvard)",#NAME?,08/02/2022,computer science,10409,385,199395
Computer Science isn&#39;t programming! // How to become a Master Programmer // Featuring Dr Chuck,z3o6yEzcnLc,10/04/2022,computer science,10292,653,327463
Computer Science Terminology,LtoBGQPuu1c,08/11/2018,computer science,5213,145,135056
My HONEST College Advice For Computer Science Majors // as a senior computer science student,bJCzuGbg4s4,27/12/2021,computer science,909,32,24612
Representing Numbers and Letters with Binary: Crash Course Computer Science #4,1GSjbWt0c9M,15/03/2017,computer science,30095,1186,1530735
Registers and RAM: Crash Course Computer Science #6,fpnE6UAfbtU,29/03/2017,computer science,37041,1190,1672442
Is Computer Science Right for You?,ReQdX04S00w,24/02/2022,computer science,61424,692,872859
Everything You Need to Know as a Computer Science Student,aDfqRbGk_Yk,22/11/2019,computer science,6557,215,179728
The Traveling Salesman Problem: When Good Enough Beats Perfect,GiDsjIBOVoA,26/07/2022,computer science,7812,408,143959
Online Computer Science Bachelor&#39;s - Colorado State University,ec5vegLMkTM,20/01/2021,computer science,32,5,83073
Electronic Computing: Crash Course Computer Science #2,LN0ucKNX0hc,01/03/2017,computer science,32189,878,1750656
My College Advice for Computer Science Majors (after graduating 6 years ago),DUnjnfcpn3M,10/06/2020,computer science,11395,542,282641
Data Structures - Computer Science Course for Beginners,zg9ih6SVACc,08/09/2020,computer science,22667,588,939411
Conquering Math as a Computer Science Student,yKJz5IntDW8,10/08/2018,computer science,4440,307,95826
Kirby’s Dream Buffet – Overview Trailer – Nintendo Switch,mQqVCYDD3sA,11/08/2022,nintendo,40994,3946,1115596
Sonic Frontiers - Story Trailer - Nintendo Switch,zDZAbmxP7Yw,23/08/2022,nintendo,33773,4225,655844
Top 10 Nintendo 3DS Games| The Completionist,Yaf9h-Rceus,24/08/2022,nintendo,5333,883,87181
Splatoon 3 Direct - Nintendo Switch,aiuIZN0KDFQ,10/08/2022,nintendo,93512,11770,2467290
Nintendo&#39;s Surprising Event Revealed And Tons of New Games Get Announced | News Wave,z7SGxS0h8YQ,24/08/2022,nintendo,4996,791,86658
Nintendo Direct Mini: Partner Showcase | 6.28.2022,dKB3WXRWTCM,28/06/2022,nintendo,93420,11201,2745019
We&#39;ve Played Splatoon 3 - Is It Any Good?,I0wIauQ0wMs,24/08/2022,nintendo,2677,390,51017
Mario Kart 8 Deluxe — Booster Course Pass - Wave 2 Release Date - Nintendo Switch,xBly7QHQkYA,28/07/2022,nintendo,88302,10753,2173854
Nintendo Switch OLED Kirby Edition,uS5exTLvQVo,24/08/2022,nintendo,959,87,9269
Xenoblade Chronicles 3 Direct - Nintendo Switch,hoHvpS2x8us,22/06/2022,nintendo,27953,6430,848504
ON A JOUE A SPLATOON 3 EN AVANT PREMIERE SUR NINTENDO SWITCH !,_sapOflid6o,24/08/2022,nintendo,3465,317,59232
Denuvo Is Bringing DRM To Nintendo Switch - And This Is NOT GOOD!,QrW6gVz7H5M,24/08/2022,nintendo,2208,837,37340
Nintendo Switch games that will be NOSTALGIC...,U_VQPOYJxpI,24/08/2022,nintendo,7455,160,71578
LEGO Star Wars: The Skywalker Saga Nintendo Switch NEW PATCH Review!,tDdvopwhCaE,23/08/2022,nintendo,697,120,17418
Deep Cut: Anarchy Rainbow - Splatoon 3 - Nintendo Switch,DtMOAvOWTvY,10/08/2022,nintendo,59959,5338,1310018
"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,24/08/2022,nintendo,406,57,13184
Nintendo&#39;s Big Switch Reveal Means No Direct? + PSVR 2 Coming Soon!,cCyPBq_u638,23/08/2022,nintendo,1897,349,36948
This &quot;Nintendo Switch Lite OLED PRO&quot; can play ANYTHING!,T17B7v6T8W4,23/08/2022,nintendo,7166,897,156610
Splatoon 3 Direct – 10/08/2022,QkQ2TlVoXVg,10/08/2022,nintendo,4122,567,112040
Nintendo Switch: Unboxing &amp; Review,y9b2vxjP0po,09/03/2017,nintendo,54951,6290,5370346
Nintendo Switch ATTENTION HOGWARTS LEGACY DIFFERENCES 😱❌⚠️ &amp; COLLECTOR à 300€ &amp; PAS SUR SWITCH ❌,LL2H1ksXocA,24/08/2022,nintendo,760,80,11630
18 AMAZING Nintendo Switch secrets! 🔥😱🤯,tOtVkaGqtbQ,31/07/2022,nintendo,3769,590,180396
Nintendo Switch OLED Review Vs Original | One Month Later,TlBU5LfBEcM,03/11/2021,nintendo,8058,662,566503
Pokémon Presents | 08.03.2022,ojiBuA97rdc,03/08/2022,nintendo,119930,11926,3432799
Evolution of Nintendo [1889-2022],q6S7VOi3E5k,06/03/2021,nintendo,92823,5623,8295441
Splatoon 3: Early Switch Multiplayer Hands-on - How Is Nintendo&#39;s Shooter Shaping Up?,JDB-Vm4eqTk,24/08/2022,nintendo,2104,481,46065
OLED Nintendo Switch Unboxing!,46C33cO4A3c,15/11/2021,nintendo,20892,976,640120
The WEIRD Nintendo Switch Accessories on Amazon,aJ8ZOtE--_g,29/09/2021,nintendo,79878,3067,2750006
"I Customized A Nintendo Switch In 10 Hours, 1 Hour, 10 Minutes, 1 Minute &amp; 10 Seconds - Challenge",28RxpkcVAFw,28/02/2021,nintendo,565673,35186,31667627
Nintendo employees when their joycons drift,sgNyDjjDCD4,26/02/2021,nintendo,350411,15822,6058858
Nintendo BIG ANNOUNCEMENT Revealed Just Now…,kmgWldPQ6t0,23/08/2022,nintendo,2179,324,55298
Top 10 Must Have Nintendo Switch Games! 2022 Guide,AsuXEeDKRoQ,17/05/2022,nintendo,7785,331,621651
Bayonetta 3 - Release Date Revealed - Nintendo Switch,gOGJGv6OoXA,13/07/2022,nintendo,43557,4766,514758
Nintendo Switch Online Is About To Get VERY Interesting In 2022...,LoumzWmxUDo,16/08/2022,nintendo,3016,573,56101
Splatoon 3 DEBERÍA SER GRATIS: Jugamos EL MEJOR SHOOTER ONLINE 🐙 (Nintendo Switch),LKkUMbagFcc,24/08/2022,nintendo,2118,245,35759
¡RUMORES apuntan a un NINTENDO DIRECT el DÍA 14 de SEPTIEMBRE! ¿NUEVO STAR FOX en CAMINO?,EvMp_cnU1Cc,24/08/2022,nintendo,221,35,2225
Nintendo Switch: Five Years In - Scott The Woz,92F46l6vpRs,08/06/2022,nintendo,89783,7013,2610708
Splatoon 3 – Release Date Revealed  - Nintendo Switch,Rkz-PjCQjWk,22/04/2022,nintendo,77209,8351,1700683
Nintendo has been accused...,_bFhv1gXFrc,17/08/2022,nintendo,5437,1020,109574
"LA FECHA DEFINITIVA del NINTENDO DIRECT con ZELDA, METROID y MARIO!? | Nuevo Star Fox | PS Showcase",6i0BA-cDnrU,24/08/2022,nintendo,814,85,12274
"Pokemon Presents - Official Full Presentation (August 3, 2022)",nHnh15pScSI,03/08/2022,nintendo,4936,750,208877
"No One Has The Balls To Make This Nintendo Video, So I Will",JbTvmqtskYY,18/08/2022,nintendo,4972,1307,87422
Mario Strikers: Battle League - 1st Free Update - Nintendo Switch,29qaA3suXBk,19/07/2022,nintendo,28895,6897,707813
nintendo switch OLED unboxing (+ accessories!!) 🐶🍃🌸,k1wBOG4v3T4,22/12/2021,nintendo,22443,300,681002
Nintendo Switch accessories you NEED!,#NAME?,22/08/2022,nintendo,24496,257,254500
The Nintendo Switch BIGGEST SECRET Has Finally Been Revealed....,xvCmnfVQQRE,21/08/2022,nintendo,3675,685,85298
Nintendo Switch HUNTING in NEW YORK CITY!,8nkTemr8AVY,20/07/2022,nintendo,15392,1232,297966
Steam Deck is the &quot;END&quot; of Nintendo Switch?,xc7d1iU7SVI,23/05/2022,nintendo,24059,3355,805728
Xbox REVEALS Big Updates For Xbox Series X Exclusives &amp; Xbox Game Pass For PC | Xbox News,kVMMvvKkJpM,24/08/2022,xbox,926,258,16396
Xbox Says Console Exclusives are Fading Away,mxjMX7ziMNc,24/08/2022,xbox,1079,473,16451
Xbox &amp; Bethesda Games Showcase 2022,rOYnwhKwlw8,12/06/2022,xbox,115164,5254,4098562
Xbox just said &quot;Console Exclusives are DOOMED&quot; but will PlayStation AGREE?,sN9kJY3Ie4s,24/08/2022,xbox,1209,1167,19967
Best Gamescom 2022 Game Reveals | Huge Xbox Game Pass Game Steals the Show | News Dose,rnn-sfBHX7o,24/08/2022,xbox,858,162,18992
The Xbox Series S: Should You Buy One?,5xRFvRGMwho,14/10/2021,xbox,24017,3549,1148562
Evolution of Xbox (Animation),qV_dH7cfbMs,14/08/2020,xbox,64432,5717,4526546
If I Can Fix This Xbox Series X I&#39;ll GIVE IT AWAY!!!,pIZW8eoxQ5o,24/08/2022,xbox,6900,383,114921
"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,24/08/2022,xbox,406,57,13184
PlayStation 5 vs Xbox Series X: Which is better?,jGZzpr4BtAM,24/11/2020,xbox,52160,11181,2497202
Lies of P - Gameplay Reveal,eghRcO16Zig,23/08/2022,xbox,7292,316,135067
the GameStop Xbox SCAM,KdVM2RhDaAM,15/01/2022,xbox,39845,3375,1760155
Microsoft&#39;s HUGE plans for Xbox! We can&#39;t stop it,NdqOOCel9-o,21/08/2022,xbox,1708,301,58559
"Xbox Just REVEALED Big Official Updates On Xbox Series X Exclusives, Xbox GamePass And Free Games!",573n5HGVo94,20/08/2022,xbox,3205,439,84465
The NEW Xbox Game Pass! What you need to know today,lVuMJBUSfdI,12/08/2022,xbox,1793,185,75483
The Evolution of XBOX Startup Screens (2001-2019),XWv_4L1_Z7Q,07/05/2019,xbox,124490,7455,8830062
"New Game Pass Additions, Updates, and Events | This Week on Xbox",P1W_9yI5UJY,12/08/2022,xbox,2976,131,103500
I spent 20 days customizing my new Xbox,DRHNWCmF3_0,16/07/2022,xbox,117231,5092,2657361
The Ultimate Xbox MYSTERY TECH,IeOd4_6kI30,19/02/2022,xbox,35423,1060,1034342
When customers blame you for unrelated issues. Xbox one X Prior repair gone wrong. No Signal,_keRzD8rVp8,24/08/2022,xbox,2468,220,37870
TEM JOGÃO! MUITOS JOGOS REVELADOS para o XBOX GAME PASS e GAMEPLAY de JOGO AGUARDADO!,EFvqXRTW330,24/08/2022,xbox,1562,130,10503
Weird loophole brings PS5 exclusives to Xbox Series! How it works,_L55PffW9sE,24/08/2022,xbox,855,139,24863
JOGOS CONFIRMADOS NO GAME PASS EM SETEMBRO E GRANDES LANÇAMENTOS NO XBOX!,kHDWTIUtSD8,24/08/2022,xbox,1409,122,12041
"Mom Throws Out Her Son&#39;s Xbox, She Instantly Regrets The Decision She Made | Dhar Mann",gEFmwpWfdAI,06/01/2021,xbox,438812,40924,22439610
"All Xbox, Nintendo and PlayStation Startups (Unused Brand ID)",Hru1FjQUkpI,19/11/2018,xbox,199933,22438,17069314
LEAKED Gameplay for New Xbox Games - Dead Island 2 | RedFall &amp; Gamescom 2022 Event Xbox News Cast 66,SxXpaOL9WzI,23/08/2022,xbox,1025,43,14264
Why I regret buying an Xbox Series X,JzjkmhcpYYU,01/03/2022,xbox,2295,1399,179180
Xbox Series X - Unbox &amp; Setup,dnOwCyedro8,21/11/2020,xbox,25029,2468,1651459
Reloading a Controller: Xbox vs. Playstation,60zVVNU_Jvw,23/08/2022,xbox,1781,66,33246
Things Are Getting HEATED Between Xbox &amp; PlayStation...,X_vhvlA1sxo,11/08/2022,xbox,2363,725,42216
*XBOX* Mod in Among Us,3okShyDl_UY,24/08/2021,xbox,466063,10976,8324871
25 amazing Xbox Series X and S secrets! 😱🔥😲 #Xbox #XboxSeriesX #XboxSerieS,kqIdgOs2cPE,08/10/2021,xbox,7455,300,447522
Xbox Gamepass Continue to Deliver Great Content and Playstation Fanboys Continue to Hate it,xFcT0zIQcds,24/08/2022,xbox,449,282,4368
All Xbox Startup Animations (2001-2020),EnCdmRnME_A,13/03/2020,xbox,6875,227,543947
Sonic Frontiers - Story Trailer,aT7_2vZFoqM,23/08/2022,xbox,1872,100,28892
"New Releases, Updates, and Games Coming Soon | This Week on Xbox",ht6QvakANDk,19/08/2022,xbox,1537,59,41735
Friend’s Mom STEALS New XBOX Series X from Kid!? *CRAZIEST STORY EVER* (LANKYBOX REACTION!),5PW3X8Yc2Gg,05/06/2022,xbox,21393,1087,1557335
FORZA HORIZON 2 FINALMENTE NO PC! (FICOU INCRÍVEL)😱 | Emulador de Xbox 360,DWAWh70Ccbk,23/08/2022,xbox,1785,133,19147
PlayStation vs Xbox: Which Console Is Better In Fortnite?,iFLu5DH5NI8,19/04/2022,xbox,15593,1407,607849
Xbox Series Upgrades in 2022! Time to swap?,Ki2JWyOCXwo,17/08/2022,xbox,1466,321,52695
NEW Xbox Series X Performance Update | Sony can’t match it,AhEvsny6zLQ,29/07/2022,xbox,2498,294,129231
Sony PlayStation is PAYING for Games NOT to go on Xbox Game Pass?!,6lbJ55D7rKg,11/08/2022,xbox,1822,1575,30352
Microsoft Xbox Upgrades- they just got it right,H1nGMrBKOeI,10/08/2022,xbox,1969,312,82902
"Xbox Just Got BIG News - Massive Game Pass Change, NEW Partnership Announced, &amp; MORE!",qqR9pYcrLeU,09/08/2022,xbox,2364,307,50941
Saints Row: Performance Review PS5 vs Xbox Series X|S vs PC vs Xbox One X,YBSRq8EEw6c,22/08/2022,xbox,1639,392,92899
13 NEW XBOX GAME PASS GAMES REVEALED FOR AUGUST &amp; SEPTEMBER,x_WBikPDezY,16/08/2022,xbox,1050,173,79741
Series X vs. Xbox One - What&#39;s the Difference??,9QvqBERvunI,11/10/2020,xbox,82083,6414,2541347
The Xbox Series S Gets An Upgrade!,eXSfV9F6Zcs,05/08/2022,xbox,4134,826,77502
"PS5, Xbox Predictions for Gamescom - Next-Gen Console Watch",13yafinMNv4,19/08/2022,xbox,1490,237,57446
Previously On | Marvel Studios’ She-Hulk: Attorney at Law | Disney+,U8agdTVOuxw,24/08/2022,marvel,9401,780,150039
Official Clip | Marvel Studios’ She-Hulk: Attorney at Law | Disney+,6UsZwc8aRuE,24/08/2022,marvel,17307,1101,331603
HUGE MARVEL STUDIOS D23 REVEALS! New Phase 6 Films and Casting Rumors D23 Preview,w4gOESctqLU,23/08/2022,marvel,4147,1292,106966
Marvel Studios’ Black Panther: Wakanda Forever | Official Teaser,RlOB3UALvrQ,24/07/2022,marvel,1435534,64164,36868871
Why Marvel Phase Four Sucks!,NWzBX3OP234,23/08/2022,marvel,20319,2958,190106
Official Trailer | She-Hulk: Attorney at Law | Disney+,u7JsKhI2An0,24/07/2022,marvel,599842,39313,23222262
Marvel Studios&#39; Thor: Love and Thunder ธอร์: ด้วยรักและอัสนี | ตัวอย่าง Official,8Ltc-BfxBhY,24/05/2022,marvel,8870,554,834400
I Am Groot | Official Trailer | Disney+,D7eFpRf4tac,22/07/2022,marvel,697363,18075,18609928
Ms. Marvel | Tráiler Oficial Doblado | Disney+,hJUVWZNwkFk,15/03/2022,marvel,48823,3061,1461872
Marvel Studios&#39; Black Panther: Wakanda Forever | Official Hindi Teaser,ys2cEkHskH4,24/07/2022,marvel,162408,3151,14118968
Marvel’s Midnight Suns | “Darkness Falls” Trailer,WVZTsTXO3Nk,09/06/2022,marvel,283831,9805,12550897
Mulher-Hulk: Defensora de Heróis | Trailer 2 Oficial Dublado | Disney+,MrktLFjzYWQ,24/07/2022,marvel,79336,3695,1667301
Marvel Studios&#39; The Multiverse Saga Revealed at Hall H,BL4aMClEINw,24/07/2022,marvel,61689,1928,1284173
Marvel Studios&#39; Thor: Love and Thunder | Official Trailer,wsoH9bd8JfA,24/05/2022,marvel,8574,723,936041
I&#39;m a Hulk | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,jqm0YYcOrOE,27/07/2022,marvel,98519,5633,3020492
Pantera Negra: Wakanda para Sempre | Marvel Studios | Teaser Trailer Legendado | Open Caption,qkLquw1rOPA,24/07/2022,marvel,15312,595,286969
Nailing It Clip | Marvel Studios’ She-Hulk: Attorney At Law | Disney+,RLil-mR8YeQ,01/08/2022,marvel,101465,5079,3487219
She Hulk : Defensores de Héroes | Tráiler Oficial Doblado | Disney+,PF1XE7yEmgY,24/07/2022,marvel,44866,2709,1486176
Marvel Studios’ Ms. Marvel | Official Trailer | Disney+,m9EX0f6V11Y,15/03/2022,marvel,833480,56565,23717752
Thor: Amor e Trovão | Marvel Studios | Trailer Oficial Dublado,1c_W_4cNLn0,24/05/2022,marvel,183765,3810,4181136
SPIDER-MAN #1 Trailer | Marvel Comics,VdN0TWU9q2Y,24/08/2022,marvel,7387,566,125674
Pantera Negra: Wakanda para Sempre | Marvel Studios | Teaser Trailer Oficial Dublado,oHDi01Yn4tY,24/07/2022,marvel,137796,4891,2064594
Marvel Studios&#39; Thor: Love and Thunder | Official Teaser,tgB1wUcmbbw,18/04/2022,marvel,1790536,68822,44424347
ARE YOU HOLDING OUT FOR CAPTAIN MARVEL? | Marvel&#39;s Avengers Game,smhxQgeLfuA,24/08/2022,marvel,142,6,2813
Marvel Studios Celebrates The Movies,QdpxoFcdORI,03/05/2021,marvel,626889,35593,14694097
Mulher-Hulk: Defensora de Heróis | Marvel Studios | Trailer Oficial Dublado | Disney+,yRnApYO_hBI,17/05/2022,marvel,88764,5853,1815856
Marvel Studios&#39; Thor: Love and Thunder | Official Trailer,Go8nTmfrQd8,24/05/2022,marvel,1602939,61259,54583132
Marvel Movie Kisses Ranked Worst To Best,QFn7PN0smwM,15/04/2021,marvel,18225,830,1667322
Thor: Amor y Trueno de Marvel Studios | Teaser Oficial | Doblado,vKKu-Wt7O2Q,18/04/2022,marvel,148031,5179,3653854
Call My Lawyer | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,KtoeIXKrU_E,11/08/2022,marvel,45763,2234,1208037
Mutant Genesis for Marvel Champions: The Card Game | Gameplay,u1RbN7KATAw,24/08/2022,marvel,157,10,4806
Official Trailer | She-Hulk: Attorney at Law | Disney+,gim2kprjL50,17/05/2022,marvel,785650,55050,23973948
"THE ROCK quiere DC VS MARVEL, con quién se acostó CAPITÁN AMÉRICA, vuelve PUNISHER, EZRA pide perdón",hQKbnNhvM0U,23/08/2022,marvel,3867,199,43046
Car Crash | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,K8SCPBQCmjg,12/08/2022,marvel,55962,2766,1685445
Thor: Love and Thunder de Marvel Studios | Teaser Oficial en español | HD,nGpH8MedZH4,18/04/2022,marvel,11620,499,1048056
"Marvel Studios&#39; X-Men &#39;97, What If...? Season 2, Spider-Man: Freshman Year and More",BE3ZMhLlsiI,23/07/2022,marvel,15641,470,377483
AGATHA: COVEN OF CHAOS - TEASER TRAILER | Marvel Studios &amp; Disney+,RVwJp_959d8,24/08/2022,marvel,641,32,21129
AVENGERS Disney Infinity 2.0 Marvel Super Heroes - Superhero Game Videos PC,WnYKgqrZovA,26/01/2018,marvel,19007,141,9904507
Top 10 Marvel Moments That Left Us Speechless,rPHQhHDvoic,23/07/2022,marvel,14868,840,618566
LEGO MARVEL 2023 SETS!,aEH_mEZWnd4,24/08/2022,marvel,1734,348,35516
Planning our Halloween theme!! Last year Marvel!! This year ?!,UOvSoHuaNWc,23/08/2022,marvel,8033,404,196801
FULL Marvel Studios Panel from Hall H | San Diego Comic-Con 2022 | AUDIENCE REACTION SDCC 2022,rf-NqJQJHBU,24/07/2022,marvel,-1,821,553892
8 Actors Before And After They Got The Call From Marvel,_ah_OllAFdI,10/03/2020,marvel,171757,4288,11563268
Marvel&#39;s Spider-Man PC - AMAZING SPIDER-MAN 2 MOVIE SUIT FREE ROAM GAMEPLAY! [MOD],NdiklopuK70,24/08/2022,marvel,1075,103,19923
When Andrew Tate catches you watching Marvel🤣 #shorts,Z7tIF7m9KrM,23/08/2022,marvel,33342,435,269849
Bionic Avengers Bad On Defense? - Masters Cosmic Crucible Round 1 - MARVEL Strike Force - MSF,r6LvjmIKEB0,23/08/2022,marvel,346,24,9050
MARVEL COMIC-CON 2022 FULL ANNOUNCEMENT! (AUDIENCE REACTION),JXYGEii95vk,24/07/2022,marvel,135411,5708,3666465
"Top 10 Marvel karakter, akiket valódi emberekről mintáztak",kImQ6TnnVPs,22/08/2022,marvel,393,13,12513
Marvel Bloopers You Have to See!,9VgG6QcB01k,14/03/2022,marvel,59583,523,3442343
SHE-HULK Breakdown: Every Easter Egg and Marvel Reference in Episode 1,qCzxj40A0lk,18/08/2022,marvel,18551,2136,504475
Lifetime Movies (2022) #LMN Movies ~ New Lifetime 2022 Based On True Story,#NAME?,20/08/2022,movies,1810,13,285609
Prepper (2016) | Full Post-Apocalyptic Thriller Movie HD,EHkkwCjQzsc,05/07/2022,movies,779,105,41517
Friday After Next (2002) Full Movie - HD,2ZqYj6whM5I,09/03/2022,movies,17411,441,2322280
The Hunt - Best Action Movie 2022 special for USA full movie english Full HD 1080p,LMW7L2uM9qQ,27/05/2022,movies,4192,198,1010999
Please Leave Whatever You Are Doing And Watch This Amazing Movie- Nigerian Movies,pRltEL1hFqE,24/08/2022,movies,4758,141,1266475
Conspiracy Theory - Action Movie full movie english Action Movies,7HDw6AscqaU,28/06/2022,movies,8436,398,594480
10 Movies You Should Watch While They&#39;re Still FREE on YouTube  | Flick Connection,MCl7YGCTC6A,23/09/2021,movies,12970,469,2885013
Black Adam Action Movie 2022 full movie english Action Movies 2022,NU87A-5SQGU,17/06/2022,movies,2672,240,73864
Spicy Chicken Piccata | Home Movies with Alison Roman,9k1dVfkF5gk,23/08/2022,movies,14665,873,1293718
New Hood Movie🔥🔥 (2022) #lilmama,CE2ePMYoNaU,10/05/2021,movies,355,21,30215
